0,0
1.76006,-4.35037
1.49355,-6.8848
3.61762,-5.24492
1.59036,-0.549428
6.40996,-0.757324
0.0758502,-2.89459
5.71464,-8.05444
8.14432,-7.16497
3.06814,-8.90667
3.99324,-6.24279
7.87144,-1.00899
2.33357,-4.39668
0.900248,-2.08405
4.44471,-5.23953
3.96077,-5.60119
6.69432,-0.445552
1.16724,-0.0403835
9.96279,-0.564761
7.74362,-7.61326
2.33221,-5.89098
8.68456,-1.85279
4.27471,-0.699486
3.06336,-8.94427
2.61091,-7.23705
1.1361,-8.39685
2.85988,-7.69305
0.858009,-7.78467
9.08768,-6.15961
0.443443,-6.78491
5.5312,-3.29731
3.45413,-8.74904
5.67531,-6.45278
1.42672,-6.15128
5.55833,-0.950385
6.97211,-5.00796
3.51625,-5.85698
5.65717,-0.657083
6.5715,-1.30025
6.33724,-7.49977
6.17339,-4.60343
9.68287,-7.54889
5.79817,-2.60842
9.51884,-1.91307
4.72422,-2.50892
0.634182,-7.74463
5.45513,-6.59186
1.85119,-6.34473
1.11162,-5.88488
7.11535,-5.55486
8.44668,-3.15993
4.1751,-1.95222
0.961369,-1.89493
9.22849,-3.00656
8.37048,-4.56146
2.82408,-1.60583
2.44869,-8.25393
7.31032,-7.36136
7.79454,-6.89545
8.90362,-6.96156
9.67853,-2.11786
2.80803,-2.54096
5.62908,-1.06085
0.112806,-7.88847
4.45099,-2.15682
3.1407,-5.79396
9.6869,-1.85827
1.23543,-7.03921
2.43417,-4.90468
2.90772,-0.0395869
1.59752,-0.554138
1.73503,-5.30006
3.87255,-5.09408
6.10035,-5.21172
3.03998,-3.34024
5.22605,-1.14159
2.32531,-8.04794
7.72107,-6.79916
3.70873,-8.25
8.49198,-5.55438
0.89683,-2.20036
6.15338,-2.94774
6.26251,-6.59768
6.10833,-2.61209
0.415366,-1.65254
1.28393,-5.70267
0.855288,-5.94141
1.50759,-4.83965
8.96168,-4.61512
6.58402,-8.35512
2.93263,-8.00201
5.51922,-4.69339
7.73081,-8.7453
7.65601,-6.76458
1.57614,-0.94455
5.94277,-7.85212
7.56593,-1.65271
6.74948,-5.49662
9.60654,-7.51231
9.03627,-2.75112
.00567,-3.55627
9.40307,-4.9485
0.786452,-4.6355
5.68709,-7.7588
9.25407,-8.06408
0.461739,-7.90278
9.75947,-5.45452
2.02257,-4.84957
3.7743,-0.942287
8.95997,-2.30142
4.68301,-3.54542
4.66329,-0.807971
7.96403,-1.36365
1.73815,-1.29911
5.47221,-0.29588
7.70866,-1.65227
0.331669,-1.88688
9.16992,-3.01383
3.55566,-1.49261
7.62522,-2.45912
1.27138,-8.19157
9.58212,-3.41772
3.78175,-3.6555
1.60939,-1.93607
8.96796,-7.6117
9.30958,-0.113716
5.96886,-7.30597
7.13833,-8.5999
2.33202,-3.10375
5.97158,-8.24389
2.11979,-1.4535
7.44152,-0.0106079
1.82653,-1.63473
6.54955,-5.54965
5.72068,-1.54705
2.01365,-8.18566
7.23914,-2.10781
6.62308,-6.30051
2.1675,-4.54338
0.176931,-2.74019
0.487342,-3.58545
1.91813,-8.9868
7.58036,-6.05482
9.48468,-0.25372
2.47666,-8.78725
0.987974,-2.1982
5.24518,-6.55575
1.61317,-7.49797
7.65864,-0.955941
2.727,-0.0548844
0.298277,-2.04025
6.55539,-2.21189
9.98222,-4.80669
1.53081,-8.70127
7.97699,-2.75622
4.6068,-0.547435
4.69138,-0.707391
4.32093,-2.45834
4.16259,-5.35723
0.210462,-6.50189
3.82092,-2.04661
7.87498,-6.19611
7.41225,-2.79777
1.68908,-2.10223
7.7366,-7.65794
9.65221,-2.10789
4.6805,-5.55775
7.84918,-2.35712
8.05724,-2.06266
4.04396,-4.29922
5.28722,-2.24662
5.93335,-5.70281
8.07432,-8.09945
6.16458,-4.99222
5.44435,-8.95958
8.62325,-1.71554
5.67332,-4.26042
7.18766,-2.39796
4.65691,-8.85576
4.2246,-2.24499
8.35116,-7.49825
7.35824,-5.90648
5.18526,-8.00226
2.17605,-8.98758
2.25977,-3.09933
9.26996,-0.997965
3.45398,-1.50034
4.52351,-3.30297
6.51586,-6.85636
6.66804,-3.39988
7.0322,-1.00254
6.41843,-2.74499
9.48357,-8.4513
4.10482,-1.14272
7.49706,-3.10497
5.24925,-5.45637
5.22675,-0.355109
8.55028,-8.21465
1.6173,-7.20484
7.8339,-6.06288
